Variable1::String,Variable2::String,Variable3::String,Variable4::String,Variable5::String,Variable6::String,Variable7::String,Variable8::String
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
jaspreetsinghc@hcl.com,Pbws123,2,MasterCard,1111 2222 4444 6666,2,2020,jschawla
jsc@hcl.com,Pbws123456,5,American Express,1111 3333 5555 7777,11,2021,jssmith
